GEOID,xcoord,ycoord
36081000700,-73.951406911324256,40.744851150317032
36061012200,-73.967984688687153,40.768281798696222
36047001100,-73.987723934867930,40.693286507471043
36047002100,-73.986797318674050,40.703301080797935
36047003100,-73.977758674635567,40.691628318466108
36047004700,-74.002320064388172,40.688237848946642
36047006300,-74.001318152756056,40.681951823810998
36047006900,-73.991700994729186,40.685233370914155
36047007500,-73.992053167836403,40.681316036340846
36047018700,-73.970640096239435,40.694658472238572
36047019300,-73.962642446825967,40.691279711709271
36047024100,-73.953803141571015,40.692222017075693
36047026500,-73.944620619979318,40.686904558968003
36047027500,-73.938178908402548,40.683897503855739
36047027700,-73.938760397030578,40.686828937897580
36047028300,-73.940437991284497,40.695256592712134
36047028700,-73.935422047766593,40.695633844631672
36047029700,-73.931636183540590,40.681283089855967
36047038300,-73.926205473802654,40.684524101343534
36047038900,-73.937237731251400,40.699445822851750
36047039900,-73.917537596380868,40.690226737629423
36047042300,-73.927288066882028,40.699002948539068
36047044100,-73.914049245907393,40.701420723134731
36047048500,-73.936344529774772,40.707849335268591
36047049100,-73.944071581872677,40.703521750741594
36047049700,-73.944588853418267,40.716204055188442
36047049900,-73.946850037889476,40.720921532314904
36047050500,-73.944901925366267,40.707894540346686
36047051100,-73.948580090415078,40.707558722268345
36047053700,-73.959950031696096,40.700297470412423
36047053900,-73.962553037584414,40.702646178365640
36047054900,-73.965552199699701,40.710988640231747
36047056500,-73.957781128726225,40.730211787108331
36061000800,-73.993788872489731,40.709783562142100
36061001002,-73.973954794646971,40.716296289253506
36061001300,-74.012967098346294,40.709049843231526
36061002601,-73.979929781104460,40.722584867195096
36061003001,-73.986838631178586,40.721007195096661
36061004100,-73.996700907970506,40.719170613249467
36061004400,-73.971346263271414,40.728942954895508
36061005000,-73.987273644104548,40.736086454821240
36061006100,-73.992331150281728,40.733708388079762
36061006400,-73.981457736269348,40.736948875941160
36061007100,-73.999906104692897,40.735463787886047
36061007300,-74.004105452732631,40.734116212662926
36061007500,-74.012803378598690,40.734380320080184
36061007800,-73.974672951137720,40.746323246571258
36061007900,-74.012198264080197,40.739517122697961
36061008200,-73.980873748183384,40.750613397346683
36061008400,-73.984092850710127,40.751970028038492
36061008601,-73.966678991492813,40.744046073905523
36061008800,-73.972392711318037,40.749503996722758
36061008900,-74.002678565904503,40.744638024369252
36061009300,-74.000875389269382,40.747112387661367
36061009800,-73.967775051626020,40.755788434678379
36061011201,-73.975349867023610,40.763974484917931
36061011600,-73.954916723138410,40.762804253945845
36061012100,-73.991700417701807,40.759709119619238
36061013000,-73.964733629375701,40.772736847752881
36061013500,-73.996287090363396,40.770266280946011
36061013700,-73.980235833735492,40.765209204071937
36061014500,-73.984231307993028,40.769804580208138
36061014802,-73.954432061870662,40.781092628338847
36061015200,-73.940969081467927,40.778218815587138
36061015602,-73.946325435707408,40.785182182720405
36061016700,-73.983658715511581,40.786446226685143
36061017200,-73.945133524193650,40.793827058639593
36061017900,-73.978764942844379,40.794212714223441
36061018200,-73.941851081560898,40.798320827950640
36061019701,-73.959362476097297,40.805395500760831
36061020300,-73.961561289940818,40.808668874144452
36061020901,-73.955008080841139,40.811561480806432
36061021703,-73.949733889978702,40.817953149450844
36061021900,-73.959955492183724,40.818735214650665
36061023100,-73.944102686394459,40.825829965296244
36061023300,-73.953821340826266,40.829959680443800
36061023700,-73.951431402033975,40.832900708020489
36061024302,-73.935812005726007,40.831696880167186
36061025300,-73.938376784406202,40.842830129407290
36061025700,-73.954073346558957,40.808438512316329
36061025900,-73.942357479042826,40.823217054148834
36061026300,-73.937523007834912,40.846671125769447
36061027300,-73.937426625725621,40.853931927293580
36061028700,-73.936165476890878,40.865512153230952
36061031704,-74.019209357077173,40.709432420847897
36081003700,-73.943349277096218,40.762411275493960
36081005300,-73.929272565011630,40.760349613811151
36081005900,-73.923925566531139,40.759700459424423
36081006501,-73.917673731785158,40.768047652090502
36081007500,-73.927329780510476,40.764543602867825
36081008500,-73.940727372185904,40.760014374117198
36081011500,-73.913346983174392,40.774419457814446
36081011700,-73.910457506584990,40.772225741683926
36081012500,-73.915649519143116,40.770922682759881
36081014300,-73.911511064886369,40.766299990654147
36081015500,-73.917596148651896,40.760035102617586
36081018101,-73.924123807412130,40.744511044797392
36081020500,-73.921877373510071,40.730358369009956
36081025500,-73.907875133313667,40.750300834009686
36081053900,-73.916511642167137,40.710508649885739
36081059500,-73.908318842699828,40.713783415973474
36061005400,-73.993677998088828,40.738811305450895
36061010900,-73.989699998274730,40.752247513423164
36081014900,-73.914444654916593,40.761853911883691
36061002400,-73.969801634214434,40.722657430238726
36061001401,-73.987326953038220,40.715163291675289
36061001502,-74.003090202335528,40.705594567029671
36061002000,-73.972845272347541,40.719321309685107
36061002201,-73.981844661518366,40.719115682098604
36061002800,-73.976812021650971,40.726863176342640
36061002900,-74.000548775513778,40.714140194159810
36061003200,-73.983716811098944,40.725558049641442
36061003300,-74.006138661522996,40.718863031013896
36061004000,-73.986025460668046,40.730744227685257
36061004300,-73.995466489445477,40.723322700380585
